Facility ID,Facility Name,Address Line 1,City,Zip Code,County,Telephone,Adm First,Adm Last,OWNER,"Certified
Beds",SNF,NF,NH,ICF,ALZ,PC,ICF/IID,Licensure Effective,Licensure Expiration,Region,,,,
100211,HAZELWOOD CENTER,1800 BLUEGRASS AVE.,LOUISVILLE,40215,JEFFERSON,(502) 361-2301,KELLY,MANGUM,COMMONWEALTH OF KENTUCKY,201,,,,,,,201,5/1/19,4/30/20,NB,NB,,,
100395,HEARTHSTONE PLACE,506 ALLENSVILLE ROAD,ELKTON,42220,TODD,(270) 265-5321,ELIZABETH,GETTINGS,BOLSTER AND JEFFRIES HEALTHCARE GROUP LLC,60,,60,,,,,,6/1/19,5/31/20,WB,WB,,,
100679,HEARTLAND VILLA CENTER,8005 US HWY 60 WEST,LEWISPORT,42351,HANCOCK,(270) 295-6756,TRACEY,BUTLER,HBR LEWISPORT LLC,45,,45,,,,,,11/1/19,10/31/20,WB,WB,,,
100576,HELMWOOD HEALTHCARE CENTER,106 DIECKS DRIVE ,ELIZABETHTOWN,42701,HARDIN,(270) 737-2738,RACHEL,WHOBREY,PRESBYTERIAN HOMES AND SERVICES OF KENTUCKY,60,,60,,,,,,2/1/19,1/31/20,NB,NB,,,
100175,HENDERSON NURSING AND REHABILITATION CENTER,2500 NORTH ELM ST.,HENDERSON,42420,HENDERSON,(270) 826-9794,TYLER,RUMMAGE,"HENDERSON OPCO, LLC",90,,90,,,,,,12/1/18,11/30/19,WB,WB,,,
100086,HERMITAGE CARE AND REHABILITATION CENTER,"1614 PARRISH AVE, WEST",OWENSBORO,42301,DAVIESS,(270) 684-4559,LOGAN,MIDKIFF,"LP OWENSBORO, LLC",92,,70,22,,,,,7/1/19,6/30/20,WB,WB,,,
100485,HICKS GOLDEN YEARS NURSING HOME,1901 WEST HIGHWAY 90 BYPASS,MONTICELLO,42633,WAYNE,(606) 348-6034,DARRELL,HICKS,"HICKS' ENTERPRISES OF MONTICELLO, LLC",59,,59,,,,1,,12/1/18,11/30/19,SB,SB,,,
100726,HIGHLANDS ARH REGIONAL MEDICAL CENTER,5000 KY ROUTE 321,PRESTONSBURG,41653,FLOYD,(606) 886-7600,TIM,HATFIELD,"ARH TUG VALLEY HEALTH SERVICES, INC.",0,,18,,,,,,2/1/19,1/31/20,SB,SB,,,
100218,HIGHLANDS NURSING AND REHABILITATION,1705 STEVENS AVENUE,LOUISVILLE,40205,JEFFERSON,(502) 451-7330,KATHY,HOLDERMAN,"HIGHLANDS NURSING AND REHABILITATION, LLC",154,,154,,,,,,4/1/19,3/31/20,NB,NB,,,
100664,HIGHLANDSPRING OF FT THOMAS,960 HIGHLAND AVENUE,FORT THOMAS,41075,CAMPBELL,(859) 572-0660,JULIE,LEHMANN,"HIGH-DAY, LLC",140,,140,,,,,,11/1/19,10/31/20,EB,EB,,,
100212,HILLCREEK REHABILITATION AND CARE ,3116 BRECKINRIDGE LANE,LOUISVILLE,40220,JEFFERSON,(502) 459-9120,THOMAS,RAWLINS,"HILLCREEK LEASING, LLC",172,,172,,,,,,1/1/19,12/31/19,NB,NB,,,
100425,HILLCREST HEALTH AND REHABILITATION CENTER,1245 AMERICAN GREETING ROAD,CORBIN,40702,WHITLEY,(606) 528-8917,GAIL,GIBBS,"HILLCREST NURSING HOME OF CORBIN, INC.",120,,120,,,,,,7/1/19,6/30/20,SB,SB,,,
100189,HILLSIDE CENTER,1500 PRIDE AVENUE,MADISONVILLE,42431,HOPKINS,(270) 821-1813,LAINIE,BRINKLEY,HBR MADISONVILLE LLC,71,,71,,,,,,2/1/19,1/31/20,WB,WB,,,
100493,HOME OF THE INNOCENTS,1100 EAST MARKET STREET,LOUISVILLE,40206,JEFFERSON,(502) 596-1000,JEFF,LEWIS,"HOME OF THE INNOCENTS, INC.",76,,76,,,,,,6/1/19,5/31/20,NB,NB,,,
100108,HOMESTEAD POST ACUTE,1608 VERSAILLES ROAD,LEXINGTON,40504,FAYETTE,(859) 252-0871,JUSTIN ,HOLMAN,"HOMESTEADIDENCE OPCO, LLC",136,,136,,,,,,6/1/19,5/31/20,EB,EB,,,
100408,HOPKINS CENTER,460 SOUTH COLLEGE STREET,WOODBURN,42170,WARREN,(270) 529-2853,LOREN,WARD,"HBR WOODBURN, LLC",50,,50,,,,,,11/1/19,10/31/20,WB,WB,,,
100624,HYDEN HEALTH AND REHABILITATION CENTER,21040 US HWY 421 SOUTH,HYDEN,41749,LESLIE,(606) 672-2940,MELISSA,SPARKS,"HYDEN NURSING HOME, LLC",94,,94,,,,,,11/1/19,10/31/20,SB,SB,,,
100437,IRVINE NURSING AND REHABILITATION CENTER,411 BERTHA WALLACE DRIVE,IRVINE,40336,ESTILL,(606) 723-5153,KRISTY,CANTER,"IRVINE OPERATING COMPANY, LLC",86,,86,,,,2,,4/1/19,3/31/20,SB,SB,,,
100222,JEFFERSONTOWN REHABILITATION,3500 GOOD SAMARITAN WAY,JEFFERSONTOWN,40299,JEFFERSON,(502) 267-7403,KARA,MEREDITH,"JEFFERSONTOWN OPCO, LLC",98,,98,,,,,,7/1/19,6/30/20,NB,NB,,,
100349,JOHNSON MATHERS NURSING HOME,2323 CONCRETE ROAD,CARLISLE,40311,NICHOLAS,(859) 289-3904,TRULY,PENNINGTON,"THAMES HEALTHCARE GROUP, LLC",104,,104,,,,,,6/1/19,5/31/20,EB,EB,,,
100978,JOSEPH EDDIE BALLARD WESTERN KENTUCKY VETERANS CEN,926 VETERANS DRIVE,HANSON,42413,HOPKINS,(270) 322-9087,LADONNA,SCOTT,COMMONWEALTH OF KENTUCKY,156,,156,,,,,,3/1/19,2/29/20,WB,WB,,,
100158,KENSINGTON CENTER,225 SAINT JOHN ROAD,ELIZABETHTOWN,42701,HARDIN,(270) 769-3314,CASSIE,ALLEN,"HBR ELIZABETHTOWN, LLC",82,,82,,,,,,1/1/19,12/31/20,NB,NB,,,
100321,KENWOOD HEALTH AND REHABILITATION CENTER,130 MEADOWLARK DRIVE,RICHMOND,40475,MADISON,(859) 623-9472,GLENN,COX,"KENWOOD HEALTH CENTER, LLC",93,,93,,,,,,7/1/19,6/30/20,SB,SB,,,
100765,KINDRED HOSPITAL - LOUISVILLE,1313 ST. ANTHONY PLACE,LOUISVILLE,40205,JEFFERSON,(502) 627-1589,STEPHANIE,WISE,"KINDRED HOSPITALS, LIMITED PARTNERSHIP",47,,47,,,,,,5/1/19,4/30/20,NB,NB,,,
100232,KINDRED NURSING AND REHABILITATION-BASHFORD,5000 CHAMBERLAIN LANE,LOUISVILLE,40218,JEFFERSON,(502) 459-1400,DANA,COX,KINDRED NURSING CENTERS LIMITED PARTNERSHIP,122,,122,,,,,,11/1/19,10/31/20,NB,NB,,,
100031,KINGS DAUGHTERS MEDICAL CENTER,2201 LEXINGTON AVE,ASHLAND,41101,BOYD,606-408-0382,MICHAEL,THOMPSON,ASHLAND HOSPITAL CORPORATION,20,,20,,,,,,3/1/19,2/28/20,EB,EB,,,
100029,KINGSBROOK LIFECARE CENTER,2500 STATE ROUTE 5,ASHLAND,41102,BOYD,(606) 324-1414,CURTIS,METZLER,ASHLAND NURSING HOME CORPORATION,137,,137,,,,,,4/1/19,3/31/20,EB,EB,,,
100424,KLONDIKE CENTER,3802 KLONDIKE LANE,LOUISVILLE,40218,JEFFERSON,(502) 452-1579,JASON,ARMSTRONG,"KLONDIKE MANOR, LLC",62,,62,,,,,,2/1/19,1/31/20,NB,NB,,,
100495,KNOTT COUNTY HEALTH AND REHABILITATION CENTER,388 PERKINS MADDEN ROAD,HINDMAN,41822,KNOTT,(606) 785-5011,RUBY,PIGMAN,"KNOTT COUNTY NURSING HOME, INC.",92,,92,,,,,,6/1/19,5/31/20,SB,SB,,,
100708,LAKE CUMBERLAND REGIONAL HOSPITAL SCU,305 LANGDON STREET,SOMERSET,42502,PULASKI,(606) 678-3323,JEFF,HERNDON,"LAKE CUMBERLAND REGIONAL HOSPITAL, LLC",12,,12,,,,,,7/1/19,6/30/20,SB,SB,,,
100514,LAKE WAY NURSING AND REHABILITATION CENTER,2607 MAIN STREET HWY 641 SOUTH,BENTON,42025,MARSHALL,(270) 527-3296,TAMMY,YORK,"THAMES HEALTHCARE GROUP, LLC",96,,96,,,,,,4/1/19,3/31/20,WB,WB,,,
100489,"LANDMARK OF BARDSTOWN REHABILITATION AND NURSING CENTER, LLC",120 LIFE CARE WAY,BARDSTOWN,40004,NELSON,(502) 348-4220,RHONDA,SMITH,"LANDMARK OF BARDSTOWN REHABILITATION AND NURSING CENTER, LLC",100,,100,,,,,,5/1/19,4/30/20,NB,NB,,,
100521,"LANDMARK OF ELKHORN CITY REHABILITATION AND NURSING CENTER, LLC",945 WEST RUSSELL STREET,ELKHORN CITY,41522,PIKE,(606) 754-4134,DEBRA,HUNT,"LANDMARK OF ELKHORN CITY REHABILITATION AND NURSING CENTER, LLC",106,,106,,,,,,12/1/19,11/30/20,SB,SB,,,
100208,LANDMARK OF IROQUOIS PARK AND NURSING CENTER,900 GAGEL AVENUE,LOUISVILLE,40216,JEFFERSON,(502) 368-5827,CATHY,ALLEN,"LANDMARK OF IROQUOIS PARK AND NURSING CENTER, LLC",120,,120,,,,,,12/1/18,11/30/19,NB,NB,,,
100719,LANDMARK OF LANCASTER REHABILITATION AND NURSING CENTER,308 WEST MAPLE AVENUE,LANCASTER,40444,GARRARD,(859) 792-6844,TINA,WHITT,"LANDMARK OF LANCASTER REHABILITATION AND NURSING CENTER, LLC",96,,96,,,,,,7/1/19,6/30/20,SB,SB,,,
100502,"LANDMARK OF LAUREL CREEK REHABILITATION AND NURSING CENTER, LLC",1033 NORTH HIGHWAY 11,MANCHESTER,40962,CLAY,(606) 598-6163,SUSAN,BUSH,"LANDMARK OF LAUREL CREEK REHABILITATION AND NURSING CENTER, LLC",106,,106,,,,,,8/1/19,7/31/20,SB,SB,,,
100239,"LANDMARK OF LOUISVILLE REHABILITATION AND NURSING CENTER, LLC. ",1155 EASTERN PARKWAY,LOUISVILLE,40217,JEFFERSON,(502) 636-5241,CRAIG,JENNINGS,"LANDMARK OF LOUISVILLE REHABILITATION AND NURSING CENTER, LLC. ",252,,252,,,,,,2/1/19,1/31/20,NB,NB,,,
100536,"LANDMARK OF RIVER CITY REHABILITATION AND NURSING CENTER, LLC",1015 WEST MAGAZINE STREET,LOUISVILLE,40203,JEFFERSON,(502) 815-6460,KEN,BOGARD,"LANDMARK OF RIVER CITY REHABILITATION AND NURSING CENTER, LLC",92,,92,,,,,,10/1/18,Pending Renewal,NB,NB,,,
100280,LAUREL HEIGHTS HOME FOR THE ELDERLY,208 WEST TWELFTH STREET,LONDON,40743,LAUREL,(606) 864-4155,KATHEY,YOUNG,"LAUREL HOUSING, INC.",160,,143,17,,,,,5/1/19,4/30/20,SB,SB,,,
100284,LEE COUNTY CARE AND REHABILITATION CENTER,246 EAST MAIN STREET,BEATTYVILLE,41311,LEE,(606) 464-3611,MARILYN KAYE,WILSON,"LP BEATTYVILLE, LLC",109,,109,,,,,,4/1/19,3/31/20,SB,SB,,,
100604,LETCHER MANOR,73 PIEDMONT DRIVE,WHITESBURG,41858,LETCHER,(606) 633-1434,CARLA,BISHNOI,"DJLM OPERATIONS, LLC",142,,142,,,,,,10/1/19,9/30/20,SB,SB,,,
100527,LEXINGTON COUNTRY PLACE,700 MASON HEADLEY ROAD,LEXINGTON,40504,FAYETTE,(859) 276-1083,TINA,WHITT,FS LEXINGTON TENANT TRUST,59,,111,,,,22,,10/1/19,9/30/20,EB,EB,,,
100685,LIBERTY CARE AND REHABILITATION CENTER,616 S WALLACE WILKINSON BLVD,LIBERTY,42539,CASEY,(606) 787-6889,MARCELLA,HODGES,"LP LIBERTY, LLC",97,,97,,,,,,6/1/19,5/31/20,SB,SB,,,
100011,LIFE CARE CENTER OF LACENTER,252 W. 5TH ST.,LA CENTER,42056,BALLARD,(270) 665-5681,GINGER,ATKINS,"LA CENTER OPERATIONS, LLC",70,,70,,,,,,2/1/19,1/31/20,WB,WB,,,
100376,LIFE CARE CENTER OF MOREHEAD,933 NORTH TOLLIVER ROAD,MOREHEAD,40351,ROWAN,(606) 784-7518,WILLIAM,HURST,"CAMPBELL/PRESTON MEDICAL INVESTORS, LLC",97,,97,,,,,,2/1/19,1/31/20,EB,EB,,,
100641,LITTLE SISTERS OF THE POOR,15 AUDUBON PLAZA DRIVE,LOUISVILLE,40217,JEFFERSON,(502) 636-2300,PAUL,MAGYAR,"HOME FOR THE AGED LITTLE SISTERS OF THE POOR, INC",35,,35,,,,15,,4/1/19,3/31/20,NB,NB,,,
100439,LORETTO MOTHERHOUSE INFIRMARY,515 NERINX ROAD,NERINX,40049,MARION,(270) 865-5811,MICHELLE,ESSEX,LORETTO LITERARY AND BENEVOLENT INSTITUTION,55,,55,,,,30,,7/1/19,6/30/20,SB,SB,,,
100224,LOUISVILLE PROTESTANT ALTENHEIM,936 BARRETT AVENUE,LOUISVILLE,40204,JEFFERSON,(502) 584-7417,MARY JO,COKER,"LOUISVILLE PROTESTANT ALTENHEIM, INC.",0,,,8,24,,30,,2/1/19,1/31/20,NB,NB,,,
100192,LYNDON WOODS CARE & REHABILITATION,1101 LYNDON LANE,LOUISVILLE,40222,JEFFERSON,(502) 425-9779,KATHY,WOODS JONES,"CAMELOT LEASING, LLC",145,,145,,,,,,6/1/19,5/31/20,NB,NB,,,
100454,MADISON HEALTH AND REHABILITATION CENTER,131 MEADOWLARK DRIVE,RICHMOND,40475,MADISON,(859) 623-3564,REBECCA,BELL,"MADISON HEALTH CENTER, LLC",92,,92,,,,,,4/1/19,3/31/20,SB,SB,,,
100185,"MADISONVILLE HEALTH AND REHABILITATION, LLC",419 NORTH SEMINARY ST,MADISONVILLE,42431,HOPKINS,(270) 821-5564,JOHNNY,PLUNKETT,"MADISONVILLE HEALTH AND REHABILITATION, LLC",94,,94,,,,,,6/1/19,5/31/20,WB,WB,,,
100268,MADONNA MANOR,2344 AMSTERDAM ROAD,VILLA HILLS,41017,KENTON,(859) 426-6400,TRACY,IMHOFF,"MADONNA MANOR, INC.",60,,59,1,,,24,,11/1/19,10/31/20,EB,EB,,,
100647,MAGNOLIA VILLAGE,1381 CAMPBELL LANE,BOWLING GREEN,42104,WARREN,(270) 843-0587,JENNIFER,SOLDEVILLA,HBR CAMPBELL LANE LLC,60,,,,,60,,,7/1/19,6/30/20,WB,WB,,,
100661,MARTIN COUNTY HEALTH CARE FACILITY,62 MAUDE ROAD,INEZ,41224,MARTIN,(606) 298-0091,DEBORAH,FITZPATRICK,"MARTIN MANOR OPERATIONS, LLC",65,,65,,,,8,,6/1/19,5/31/20,SB,SB,,,
100225,MASONIC HOME OF LOUISVILLE,240 MASONIC HOME DRIVE,MASONIC HOME,40041,JEFFERSON,(502) 897-4907,NICK,COOPER,"MASONIC HOMES OF KENTUCKY, INC.",167,,167,,,,101,,12/1/18,11/30/19,NB,NB,,,
100386,MASONIC HOME OF SHELBYVILLE,711 FRANKFORT ROAD,SHELBYVILLE,40066,SHELBY,(502) 633-3486,CONJUNA,COLLIER,"MASONIC HOMES OF KENTUCKY, INC.",117,,117,,,,76,,7/1/19,6/30/20,NB,NB,,,
100111,MAYFAIR MANOR,3300 TATES CREEK ROAD,LEXINGTON,40502,FAYETTE,(859) 266-2126,ERICA,BROWN,"LP LEXINGTON, LLC",98,,98,,,,,,6/1/19,5/31/20,EB,EB,,,
100333,MAYSVILLE NURSING AND REHABILITATION FACILITY,620 PARKER ROAD,MAYSVILLE,41056,MASON,(606) 564-8835,JEFF,STIDAM,"MAYSVILLE OPERATIONS, LLC",130,,130,,,,,,7/1/19,6/30/20,EB,EB,,,
100727,MCDOWELL SKILLED NURSING FACILITY,"206 MILBY STREET, PO BOX 220",GREENSBURG,42743,GREEN,(270) 932-4211,BETH,ODLE,"JANE TODD CRAWFORD MEMORIAL HOSPITAL, INC.",0,,5,,,,,,1/1/19,12/31/19,SB,SB,,,
100695,MEADOWS ICF/IID,210 MEADOWS DRIVE,MOUNT WASHINGTON,40047,BULLITT,(502) 538-8151,KELLY,MANGUM,CABINET FOR HEALTH SERVICES,8,,,,,,,8,1/1/19,12/31/19,NB,NB,,,
100470,METCALFE HEALTH CARE CENTER,701 SKYLINE DRIVE,EDMONTON,42129,METCALFE,(270) 432-2921,AMY,NEIGHBORS,"METCALFE HEALTH SERVICES, INC.",71,,71,,,,21,,11/1/19,10/31/20,SB,SB,,,
100639,MIDDLESBORO NURSING AND REHABILITATION FACILITY,235 NEW WILSON LANE,MIDDLESBORO,40965,BELL,(606) 248-0925,MELISSA,ROBBINS,"MIDDLESBORO OPERATIONS, LLC",95,,95,,,,,,1/1/19,12/31/19,SB,SB,,,
100472,MILLS HEALTH AND REHAB CENTER,500 BECK LANE,MAYFIELD,42066,GRAVES,(270) 247-7890,DAVID,DIETZ,"MILLS OPCO, LLC",98,,98,,,,,,10/1/19,9/30/20,WB,WB,,,
100400,MORGANFIELD NURSING AND REHABILITATION CENTER,509 NORTH CARRIER ST.,MORGANFIELD,42437,UNION,(270) 389-3513,MARY,WOOD,"MORGANFIELD OPCO, LLC",60,,60,,,,,,4/1/19,3/31/20,WB,WB,,,
100045,MORGANTOWN CARE AND REHABILITATION CENTER,201 SOUTH WARREN STREET,MORGANTOWN,42261,BUTLER,(270) 526-3368,AMY,PHELPS,"LP MORGANTOWN, LLC",122,,122,,,,,,5/1/19,4/30/20,WB,WB,,,
100688,MOUNTAIN MANOR OF PAINTSVILLE,1025 EUCLID AVENUE,PAINTSVILLE,41240,JOHNSON,(606) 789-5808,EMILY,JONES-GRAY,"PAINTSVILLE INVESTORS, INC.",126,,126,,,,,,10/1/19,9/30/20,SB,SB,,,
100496,MOUNTAIN VIEW NURSING AND REHABILITATION CENTER,39 FERNDALE APARTMENTS ROAD,PINEVILLE,40977,BELL,(606) 337-7071,JAMES,HOBBS,"HANGING ROCK, LTC, LLC",115,,115,,,,,,2/1/19,1/31/20,SB,SB,,,
100467,NAZARETH HOME,2000 NEWBURG ROAD,LOUISVILLE,40205,JEFFERSON,(502) 459-9681,MARY,HAYNES,"NAZARETH HOME, INC",118,,118,,,,50,,4/1/19,3/31/20,NB,NB,,,
100248,NAZARETH HOME CLIFTON,2120 PAYNE STREET,LOUISVILLE,40206,JEFFERSON,(502) 895-9425,LISA,BIDDLE-PUFFER,"NAZERETH HOME, INC",121,,115,6,,,31,,5/1/19,4/30/20,NB,NB,,,
100435,NEW CASTLE NURSING & REHAB,50 ADAMS STREET,NEW CASTLE,40050,HENRY,(502) 845-2861,BENJAMIN,BREDNICH,"PROVIDENCE HEALTHCARE OF NEW CASTLE, LLC",60,,60,,,,,,1/1/19,12/31/19,NB,NB,,,
100015,"NHC HEALTHCARE, GLASGOW",109  HOMEWOOD BLVD.,GLASGOW,42141,BARREN,(270) 651-6126,DENISE,BILLINGSLEY,"NHC HEALTHCARE/GLASGOW, LLC",194,,194,,,,12,,11/1/19,10/31/20,WB,WB,,,
100442,NICHOLASVILLE NURSING & REHABILITATION,100 SPARKS AVENUE,NICHOLASVILLE,40356,JESSAMINE,(859) 885-4171,THOMAS,DAVIS,"NICHOLASVILLE NURSING AND REHABILITATION, LLC",73,,73,,,,,,11/1/19,10/31/20,EB,EB,,,
100040,NIM HENSON GERIATRIC CENTER,420 JETT DRIVE,JACKSON,41339,BREATHITT,(606) 666-2456,PHILLIP,LITTERAL,BREATHITT CO GERIATRIC CORP.,120,,120,,,,,,9/1/19,8/31/20,SB,SB,,,
100110,NORTHPOINT/LEXINGTON HEALTHCARE CENTER,1500 TRENT BOULEVARD,LEXINGTON,40515,FAYETTE,(859) 272-2273,BARRY,DEROSSETT,"NORTHPOINT SENIOR SERVICES KY I, LLC",150,,150,,,,,,12/1/18,11/30/19,EB,EB,,,
100750,NURSING FACILITY OF HARDIN MEMORIAL HOSPITAL,913 N. DIXIE AVE.,ELIZABETHTOWN,42701,HARDIN,(270) 706-1206,JOHN,GODFREY,"HARDIN COUNTY, KENTUCKY",15,,15,,,,,,12/1/18,11/30/19,NB,NB,,,
100523,OAKMONT MANOR,1100 GRANDVIEW DRIVE,FLATWOODS,41139,GREENUP,(606) 836-3187,TRAVIS,LEWIS,"OAKMONT OPERATIONS, LLC",85,,85,,,,,,3/1/19,2/29/20,EB,EB,,,
100330,OAKVIEW NURSING AND REHABILITATION CENTER,10456 US HIGHWAY 62,CALVERT CITY,42029,MARSHALL,(270) 898-6288,ANDREW,LONG,"LP CALVERT CITY, LLC",100,,100,,,,,,3/1/19,2/28/20,WB,WB,,,
100426,"OAKWOOD ICF/IID, UNIT 1",2441 SOUTH HIGHWAY 27,SOMERSET,42501,PULASKI,(606) 677-4068,CHRIS,WILLIAMSON,COMMONWEALTH OF KENTUCKY,60,,,,,,,60,3/1/19,2/29/20,SB,SB,,,
101089,"OAKWOOD ICF/IID, UNIT 2",2441 SOUTH HIGHWAY 27,SOMERSET,42501,PULASKI,(606) 677-4068,CHRIS,WILLIAMSON,COMMONWEALTH OF KENTUCKY,48,,,,,,,48,3/1/19,2/29/20,SB,SB,,,
101090,"OAKWOOD ICF/IID, UNIT 3",2441 SOUTH HIGHWAY 27,SOMERSET,42501,PULASKI,(606) 677-4068,CHRIS,WILLIAMSON,COMMONWEALTH OF KENTUCKY,24,,,,,,,24,3/1/19,2/29/20,SB,SB,,,
101091,"OAKWOOD ICF/IID, UNIT 4",2441 SOUTH HIGHWAY 27,SOMERSET,42501,PULASKI,(606) 677-4068,CHRIS,WILLIAMSON,COMMONWEALTH OF KENTUCKY,21,,,,,,,21,3/1/19,2/29/20,SB,SB,,,
100458,OUTWOOD ICF/IID,23524 DAWSON SPRINGS ROAD,DAWSON SPRINGS,42408,HOPKINS,(270) 797-3771,MELISSA,KNIGHT,COMMONWEALTH OF KENTUCKY CABINET FOR HEALTH SERVIC,80,,,,,,,80,1/1/19,12/31/19,WB,WB,,,
100093,OWENSBORO CENTER,1205 LEITCHFIELD RD.,OWENSBORO,42303,DAVIESS,(270) 684-0464,PAULA,THOMPSON,"LEISURE YEARS NURSING, LLC",145,,145,,,,39,,10/1/19,9/30/20,WB,WB,,,
100734,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL LTC,440 HOPKINSVILLE ST.,GREENVILLE,42345,MUHLENBERG,(270) 338-8431,KATHLEEN,MITCHELL ,"OH MUHLENBERG, LLC",45,,45,,,,,,9/1/19,8/31/20,WB,WB,,,
100508,OWENTON CENTER,905 HWY 127 NORTH,OWENTON,40359,OWEN,(502) 484-5721,ALAN,WADE,OWENTON MANOR NURSING LLC,100,,100,,,,,,1/1/19,12/31/19,NB,NB,,,
100526,"OWSLEY COUNTY HEALTH CARE CENTER, INC",HIGHWAY 11,BOONEVILLE,41314,OWSLEY,(606) 593-6302,WHITTNEY,YOUNTS,"OWSLEY CO HEALTH CARE CENTER, INC.",91,,91,,,,8,,7/1/19,6/30/20,SB,SB,,,
100757,PARK TERRACE HEALTH CAMPUS,9700 STONESTREET ROAD,LOUISVILLE,40272,JEFFERSON,(502) 995-6600,J. KEVIN,FOOTE,"TRILOGY REAL ESTATE KENTUCKY, LLC",88,,88,,,,,,9/1/19,8/31/20,NB,NB,,,
100310,PARKVIEW NURSING AND REHABILITATION CENTER,544 LONE OAK ROAD,PADUCAH,42003,MCCRACKEN,(270) 443-6543,LORI,MOBERLY,"CONSOLIDATED RESOURCES HEALTH CARE FUND I, L.P.",228,,228,,,,,,2/1/19,1/31/20,WB,WB,,,
100599,PARKVIEW NURSING AND REHABILITATION CENTER,200 NURSING HOME LANE,PIKEVILLE,41501,PIKE,(606) 639-4840,LANNA,ROBERTS,"PARKVIEW HEALTHCARE, LLC",120,,120,,,,,,4/1/19,3/31/20,SB,SB,,,
100990,PAUL E PATTON EASTERN KY VETERANS CENTER,200 VETERANS DRIVE,HAZARD,41701,PERRY,(606) 435-6196,NEIL,NAPIER,"COMMONWEALTH OF KY, DEPT OF VETERANS AFFAIRS",120,,120,,,,,,4/1/19,3/31/20,SB,SB,,,
100367,PIKEVILLE NURSING AND REHAB CENTER,260 SOUTH MAYO TRAIL,PIKEVILLE,41501,PIKE,(606) 437-7327,BRAD,BEVINS,"PIKEVILLE NURSING AND REHAB CENTER, LLC",106,,106,,,,,,10/1/19,9/30/20,SB,SB,,,
100638,PINE MEADOWS POST ACUTE,1608 HILL RISE DRIVE,LEXINGTON,40504,FAYETTE,(859) 254-2402,QUINN,ROBINSON,"PINE MEADOWSIDENCE OPCO, LLC",120,,120,,,,,,10/1/19,9/30/20,EB,EB,,,
100725,PINEVILLE COMMUNITY HOSPITAL,850 RIVERVIEW AVENUE,PINEVILLE,40977,BELL,(606) 337-3051,JEFF,EGBERT,"PINEVILLE COMMUNITY HOSPITAL ASSOCIATION, INC.",30,,30,,,,,,9/1/19,8/31/20,SB,SB,,,
100484,"PIONEER TRACE GROUP, LLC",115 PIONEER TRACE,FLEMINGSBURG,41041,FLEMING,(606) 845-2131,ROY,BABER,"PIONEER TRACE GROUP, LLC",92,,92,,,,,,10/1/19,9/30/20,EB,EB,,,
100126,PRESTONSBURG HEALTH CARE CENTER,147 NORTH HIGHLAND AVENUE,PRESTONSBURG,41653,FLOYD,(606) 886-2378,LYNN,WATTS,"LP PRESTONSBURG, LLC",56,,56,,,,,,1/1/19,12/31/19,SB,SB,,,
100049,PRINCETON HEALTH AND REHAB CENTER,1333 WEST MAIN ST.,PRINCETON,42445,CALDWELL,(270) 365-3541,LUANNE,COMPERRY,"PRINCETON OPCO, LLC",104,,104,,,,,,2/1/19,1/31/20,WB,WB,,,
100201,PROVIDENCE LOUISVILLE EAST POST ACUTE,4200 BROWNS LANE,LOUISVILLE,40220,JEFFERSON,(502) 459-8900,TREVOR,DAVIS,"LOUISVILLE EAST POST ACUTE, LLC",178,,178,,,,,,12/1/18,11/30/19,NB,NB,,,
101281,RADCLIFF VETERANS CENTER,100 VETERANS DRIVE,RADCLIFF,40160,HARDIN,(270) 352-6700,ED,THOMPSON,KY DEPARTMENT OF VETERANS AFFAIRS,120,,120,,,,,,2/1/19,1/31/20,NB,NB,,,
100423,REDBANKS,851 KIMSEY LANE,HENDERSON,42420,HENDERSON,(270) 826-6436,SHARI,NEWTON,HENDERSON COUNTY HEALTH CARE CORPORATION,222,,222,,,,,,4/1/19,3/31/20,WB,WB,,,
100440,REDBANKS COLONIAL TERRACE,142 ROGER POWELL RD,SEBREE,42455,WEBSTER,(270) 835-2533,BRIAN,WILLOUGHBY,"REDBANKS COLONIAL TERRACE, INC",87,,87,,,,,,11/1/19,10/31/20,WB,WB,,,
100559,REGENCY CENTER,1550 RAYDALE DR,LOUISVILLE,40219,JEFFERSON,(502) 968-6600,DIANE,GARRETT,"REGENCY NURSING, LLC",110,,110,,,,,,3/1/19,2/28/20,NB,NB,,,
100503,REGIS WOODS,4604 LOWE RD,LOUISVILLE,40220,JEFFERSON,(502) 451-1401,JOSEPH,GARRETT,"PINE TREE VILLA, LLC",186,,186,,,,,,11/1/18,Pending Renewal,NB,,,,
100818,RICHWOOD NURSING & REHAB,1012 RICHWOOD WAY,LA GRANGE,40031,OLDHAM,(502) 222-3186,MICHAEL,BOWLDEN,"RICHWOODIDENCE OPCO, LLC ",120,,120,,,,,,12/1/18,11/30/19,NB,NB,,,
100427,RIDGEWAY NURSING AND REHABILITATION FACILITY,406 WYOMING ROAD,OWINGSVILLE,40360,BATH,(606) 674-6613,LAURA,CARR,"RIDGEWAY NRF OPERATIONS, LLC",99,,99,,,,,,3/1/19,2/29/20,EB,EB,,,
