,address_x,agency,arrival_time_primary_unit,beat,closed_time_incident,community_council_neighborhood,create_time_incident,dispatch_time_primary_unit,disposition_text,district,event_number,incident_type_desc,incident_type_id,latitude_x,longitude_x,priority,priority_color
582,PADDOCK RD / EGAN HILLS DR,CPD,2017-10-18T09:32:04.000,P441,2017-10-18T10:09:41.000,PADDOCK HILLS,2017-10-18T09:19:30.000,2017-10-18T09:23:16.000,NTR: NOTHING TO REPORT,4,CPD171018000389,DRUG ACTIVITY,DRUG,39.1647230001195,-84.479107,7,YELLOW
583,30XX THERESA ST,CPD,,P321,2017-04-06T15:26:58.000,EAST PRICE HILL,2017-04-06T15:26:58.000,,CAN:CANCEL,3,CPD170406001023,,DRUGR,39.117355049155,-84.5605144474817,6,
584,8XX KREIS LN,CPD,2017-07-24T10:04:15.000,P321,2017-07-24T13:18:07.000,WEST PRICE HILL,2017-07-24T10:00:02.000,2017-07-24T10:00:30.000,ARR: ARREST,3,CPD170724000491,,HEROINP-COMBINED,39.1090140001195,-84.589836,2,
585,LINN ST / YORK ST,CPD,2017-09-26T05:49:07.000,P131,2017-09-26T05:50:00.000,WEST END,2017-09-26T05:46:34.000,2017-09-26T05:47:28.000,SOW: SENT ON WAY,1,CPD170926000226,DRUG ACTIVITY,DRUG,39.1167810001195,-84.527717,7,YELLOW
586,41XX CHAMBERS ST,CPD,2017-08-15T19:13:37.000,P531,2017-08-15T19:16:07.000,NORTHSIDE,2017-08-15T19:04:37.000,2017-08-15T19:09:11.000,NTR: NOTHING TO REPORT,5,CPD170815001642,DRUG ACTIVITY,DRUG,39.1621740001195,-84.534684,7,YELLOW
587,MULBERRY ST/VINE ST,CPD,2017-10-03T22:22:12.000,P121,2017-10-03T22:34:36.000,MOUNT AUBURN,2017-10-03T22:11:10.000,2017-10-03T22:12:49.000,HBF: HANDLED BY FIRE,5,CPD171003001851,,HEROINP-COMBINED,39.1199640001195,-84.517169,2,
588,34XX LELAND AV,CPD,,P313,2017-04-02T19:24:59.000,RIVERSIDE,2017-04-02T19:24:59.000,,CAN:CANCEL,3,CPD170402001186,,DRUGR,39.0829347959855,-84.586517479923,6,
589,56XX BEECHMONT AV,CPD,2017-08-14T19:45:51.000,P241,2017-08-14T19:53:05.000,MOUNT WASHINGTON,2017-08-14T19:40:05.000,2017-08-14T19:41:40.000,INV: INV,2,CPD170814001582,DRUG ACTIVITY,DRUG,39.1001290001195,-84.386406,7,YELLOW
590,LINN ST / POPLAR ST,CPD,,P131,2017-08-16T16:56:02.000,WEST END,2017-08-16T16:21:49.000,2017-08-16T16:54:33.000,26: AVAIL/DETAIL COMPLETED,1,CPD170816001316,DRUG ACTIVITY,DRUG,39.1154670001195,-84.528228,7,YELLOW
591,30XX W 8TH ST,CPD,2017-03-17T12:33:00.000,P321,2017-03-17T12:39:07.000,EAST PRICE HILL,2017-03-17T12:07:42.000,2017-03-17T12:16:16.000,HBF: HANDLED BY FIRE,3,CPD170317000645,,HEROINP-COMBINED,39.1059901368706,-84.5615605816439,2,
592,15XX JONES ST,CPD,,P131,2017-04-27T15:22:36.000,WEST END,2017-04-27T15:22:36.000,,"317:GENERAL CONDITIONS RPT,CAN",1,CPD170427001132,,DRUGR,39.1112051760302,-84.5266068879329,6,
593,19XX KINNEY AV,CPD,2017-05-02T11:32:36.000,P211,2017-05-02T11:42:37.000,EVANSTON,2017-05-02T11:11:49.000,2017-05-02T11:15:16.000,HBF: HANDLED BY FIRE,2,CPD170502000607,,HEROINP-COMBINED,39.1356923175394,-84.4652312790485,2,
594,MAPLEWOOD AV / KINSEY AV,CPD,,P411,2017-07-29T17:02:50.000,MOUNT AUBURN,2017-07-29T17:02:50.000,,CAN:CANCEL,4,CPD170729001233,DRUG COMPLAINT REFERRAL,DRUGR,39.1260400001196,-84.50392,35,PURPLE
595,16XX TREMONT ST,CPD,2017-06-19T15:18:35.000,P341,2017-06-19T15:57:13.000,SOUTH FAIRMOUNT,2017-06-19T14:39:50.000,2017-06-19T14:41:35.000,INV: INV,3,CPD170619000882,DRUG ACTIVITY,DRUG,39.1277750595821,-84.5513735238982,7,YELLOW
596,16XX DEXTER AV,CPD,,P211,2017-08-26T11:24:11.000,EVANSTON,2017-08-26T11:24:11.000,,ADV:ADVISED,2,CPD170826000644,DRUG COMPLAINT REFERRAL,DRUGR,39.1347360001195,-84.474813,35,PURPLE
597,11XX RACE ST,CPD,,P121,2017-10-06T19:40:46.000,OTR,2017-10-06T19:33:05.000,2017-10-06T19:35:46.000,GOA: GOA,1,CPD171006001563,DRUG ACTIVITY,DRUG,39.1076170001196,-84.515936,7,YELLOW
598,26XX FENTON AV,CPD,,P331,2017-10-12T20:36:08.000,SOUTH FAIRMOUNT - WESTWOOD,2017-10-12T20:36:08.000,,CAN:CANCEL,3,CPD171012001812,DRUG COMPLAINT REFERRAL,DRUGR,39.1358640001195,-84.578459,35,PURPLE
599,20XX DUNLAP ST,CPD,2017-10-13T00:28:47.000,P121,2017-10-13T01:34:59.000,OTR,2017-10-13T00:20:41.000,2017-10-13T00:26:36.000,ARR: ARREST,1,CPD171013000037,DRUG ACTIVITY,DRUG,39.1176920001195,-84.521286,7,YELLOW
600,5XX I-71 NB EXWY,CPD,2017-03-02T18:10:20.000,P211,2017-03-02T21:28:22.000,EVANSTON,2017-03-02T17:53:27.000,2017-03-02T17:54:10.000,ARR: ARREST,2,CPD170302001256,,HEROINP-COMBINED,39.1431101322451,-84.4636791791761,2,
601,EGAN CT / PADDOCK RD,CPD,,P441,2017-10-10T19:27:29.000,PADDOCK HILLS,2017-10-10T19:24:59.000,,BC: BROADCAST,4,CPD171010001806,DRUG ACTIVITY,DRUG,39.1667010001195,-84.47861,7,YELLOW
602,11XX RACE ST,CPD,2017-06-16T23:55:18.000,P121,2017-06-17T00:03:16.000,OTR,2017-06-16T23:43:43.000,2017-06-16T23:52:18.000,INV: INV,1,CPD170616002321,DRUG ACTIVITY,DRUG,39.1079715383045,-84.51658777413,7,YELLOW
603,X W MITCHELL AV,CPD,2017-03-21T16:30:43.000,P521,2017-03-21T16:33:19.000,CLIFTON,2017-03-21T16:17:54.000,2017-03-21T16:20:42.000,SOW: SENT ON WAY,5,CPD170321001131,,DRUG,39.1604672008717,-84.505047354523,3,
604,LIVINGSTON ST / LINN ST,CPD,2017-10-19T20:06:00.000,P131,2017-10-19T20:06:28.000,WEST END,2017-10-19T19:35:07.000,2017-10-19T19:53:12.000,GOA: GOA,1,CPD171019001509,DRUG ACTIVITY,DRUG,39.1156980001195,-84.527705,7,YELLOW
605,20XX RADCLIFF DR,CPD,,P341,2017-03-29T12:41:29.000,SOUTH FAIRMOUNT,2017-03-29T12:40:46.000,,CAN:CANCEL,3,CPD170329000729,,HEROINP-COMBINED,39.1196565020617,-84.5479858590822,2,
606,24XX W MCMICKEN AV,CP,2017-01-14T22:33:59.000,P513,2017-01-14T22:37:43.000,CUF,2017-01-14T22:26:44.000,2017-01-14T22:28:11.000,INV - INVESTIGATED,5,LCP170114001261,,DRUG,39.1257109700896,-84.53146287,,
607,17XX RACE ST,CPD,2017-11-26T11:24:39.000,P121,2017-11-26T15:33:14.000,OTR,2017-11-26T11:24:39.000,2017-11-26T11:24:39.000,ARR: ARREST,1,CPD171126000502,DRUG ACTIVITY,DRUG,39.1151800001196,-84.51876,7,YELLOW
608,8XX MAIN ST,CPD,2017-03-26T01:08:05.000,P011,2017-03-26T01:23:31.000,DOWNTOWN,2017-03-26T01:01:43.000,2017-03-26T01:02:45.000,GOA: GOA,1,CPD170326000097,,HEROINP-COMBINED,39.1047791247422,-84.5099542944775,2,
609,5XX W MCMILLAN ST,CPD,2017-08-25T17:56:36.000,P511,2017-08-25T18:39:09.000,CUF,2017-08-25T17:26:20.000,2017-08-25T17:46:54.000,INV: INV,5,CPD170825001398,DRUG ACTIVITY,DRUG,39.1300970001195,-84.52832,7,YELLOW
610,JACKSON ST / E 12TH ST,CPD,2017-10-29T22:55:43.000,P121,2017-10-29T23:03:01.000,OTR,2017-10-29T22:50:37.000,2017-10-29T22:53:13.000,INV: INV,1,CPD171029001399,DRUG ACTIVITY,DRUG,39.1075810001195,-84.513254,7,YELLOW
611,10XX PARKSON PL,CPD,2017-05-27T00:55:21.000,P321,2017-05-27T01:04:29.000,EAST PRICE HILL,2017-05-26T23:29:21.000,2017-05-27T00:52:03.000,INV: INV,3,CPD170526002180,,DRUG,39.1115547090146,-84.5593026489053,3,
612,7XX CHESTNUT ST,CPD,2017-10-25T14:39:15.000,P131,2017-10-25T14:50:54.000,WEST END,2017-10-25T14:31:07.000,2017-10-25T14:34:05.000,AST: ASSIST,1,CPD171025000953,DRUG ACTIVITY,DRUG,39.1060440001196,-84.527264,7,YELLOW
613,CLIFTON AV / STRAIGHT ST,CPD,2017-08-25T00:27:52.000,P511,2017-08-25T00:46:10.000,CORRYVILLE - HEIGHTS,2017-08-25T00:25:48.000,2017-08-25T00:27:05.000,INV: INV,5,CPD170825000028,DRUG ACTIVITY,DRUG,39.1294300001195,-84.520389,7,YELLOW
614,33XX BURNET AV,CPD,2017-02-14T21:55:43.000,P411,2017-02-15T00:19:25.000,AVONDALE,2017-02-14T21:48:40.000,2017-02-14T21:51:52.000,316: AIDED CASE RPT,4,CPD170214001565,,HEROINP-COMBINED,39.1417885690111,-84.5024815225056,2,
615,42XX GLENWAY AV,CPD,2017-05-17T09:15:09.000,P321,2017-05-17T09:22:41.000,WEST PRICE HILL,2017-05-17T08:58:49.000,2017-05-17T09:07:00.000,"26: AVAIL/DETAIL COMPLETED,NTR",3,CPD170517000393,,DRUG,39.114232294431,-84.5839672209831,3,
616,11XX RACE ST,CPD,2017-09-16T13:27:22.000,P121,2017-09-16T13:32:06.000,OTR,2017-09-16T13:23:17.000,2017-09-16T13:27:21.000,INV: INV,1,CPD170916000893,DRUG ACTIVITY,DRUG,39.1073120001195,-84.516948,7,YELLOW
617,35XX TOTTEN AV,CPD,2017-07-13T14:48:48.000,P222,2017-07-13T14:48:50.000,MOUNT LOOKOUT,2017-07-13T14:39:14.000,2017-07-13T14:39:30.000,INV: INV,2,CPD170713000897,DRUG ACTIVITY,DRUG,39.1246660001195,-84.433035,7,YELLOW
618,HARRISON AV / ORLAND AV,CPD,2017-03-24T09:26:38.000,P331,2017-03-24T10:18:59.000,WESTWOOD,2017-03-24T09:15:51.000,2017-03-24T09:18:34.000,INV: INV,3,CPD170324000461,,HEROINP-COMBINED,39.1344210000896,-84.574271,2,
619,40XX READING RD,CPD,2017-06-14T01:45:31.000,P441,2017-06-14T01:48:29.000,NORTH AVONDALE,2017-06-14T01:40:44.000,2017-06-14T01:41:50.000,INV: INV,4,CPD170614000100,DRUG ACTIVITY,DRUG,39.1582660611536,-84.4785416433846,7,YELLOW
620,16XX HUGHES ST,CPD,,P411,2017-07-18T11:31:18.000,MOUNT AUBURN,2017-07-18T11:20:23.000,2017-07-18T11:21:06.000,GOA: GOA,4,CPD170718000631,,HEROINP-COMBINED,39.1127100001195,-84.511646,2,
621,39XX COLERAIN AV,CPD,2017-03-03T21:32:27.000,P531,2017-03-03T21:41:19.000,NORTHSIDE,2017-03-03T21:26:33.000,2017-03-03T21:28:24.000,HBF: HANDLED BY FIRE,5,CPD170303001599,,HEROINP-COMBINED,39.1593233119712,-84.5440418656833,2,
622,5XX TAFEL ST,CPD,2017-06-20T23:17:29.000,P511,2017-06-20T23:20:53.000,CUF,2017-06-20T23:04:41.000,2017-06-20T23:08:04.000,INV: INV,5,CPD170620002005,DRUG ACTIVITY,DRUG,39.1311893407726,-84.5264756789418,7,YELLOW
623,16XX RACE ST,CPD,,P121,2017-06-03T10:48:29.000,OTR,2017-06-03T10:48:29.000,,ADV:ADVISED,1,CPD170603000597,DRUG COMPLAINT REFERRAL,DRUGR,39.1144945853682,-84.5178391386291,35,PURPLE
624,READING RD / E LIBERTY ST,CPD,2017-07-16T12:11:11.000,P011,2017-07-16T12:27:03.000,DOWNTOWN - PENDLETON,2017-07-16T12:06:17.000,2017-07-16T12:09:09.000,HBF: HANDLED BY FIRE,1,CPD170716000668,,HEROINP-COMBINED,39.1113210001195,-84.504058,2,
625,10XX PURCELL AV,CPD,,P321,2017-08-18T12:58:32.000,EAST PRICE HILL,2017-08-18T12:41:46.000,2017-08-18T12:54:17.000,CAN:CANCEL,3,CPD170818000807,,HEROINP-COMBINED,39.1105950001195,-84.563786,2,
626,9XX FAIRBANKS AV,CPD,2017-12-28T23:53:59.000,P321,2017-12-29T00:31:43.000,EAST PRICE HILL,2017-12-28T23:42:04.000,2017-12-28T23:44:34.000,ADV:ADVISED,3,CPD171228001451,,HEROINP-COMBINED,39.1102560001195,-84.5677,2,
627,12XX VINE ST,CPD,,P121,2017-01-25T11:58:36.000,OTR,2017-01-25T11:58:36.000,,"305:COMPLAINT RPT,ADV:ADVISED",1,CPD170125000612,,DRUGR,39.1091690001195,-84.515472,6,
628,HAMILTON AV / W NORTH BEND RD,CPD,2017-09-01T21:28:36.000,P541,2017-09-01T21:51:09.000,COLLEGE HILL,2017-09-01T21:24:06.000,2017-09-01T21:24:36.000,INV: INV,5,CPD170901001650,DRUG ACTIVITY,DRUG,39.2037370001193,-84.548348,7,YELLOW
629,31XX PARKVIEW AV,CPD,2017-05-17T20:04:44.000,P231,2017-05-17T20:07:38.000,PLEASANT RIDGE,2017-05-17T19:59:47.000,2017-05-17T20:00:28.000,GOA: GOA,2,CPD170517001570,,DRUG,39.1800357814446,-84.4289176452161,3,
630,2XX W MCMICKEN AV,CPD,,P121,2017-07-09T18:07:40.000,OTR,2017-07-09T18:07:39.000,,CAN:CANCEL,1,CPD170709001159,DRUG COMPLAINT REFERRAL,DRUGR,39.1198150001195,-84.522893,35,PURPLE
631,28XX HARRISON AV,CPD,,P331,2017-10-04T18:25:30.000,WESTWOOD,2017-10-04T18:25:30.000,,ADV:ADVISED,3,CPD171004001581,DRUG COMPLAINT REFERRAL,DRUGR,39.1438420001195,-84.592911,35,PURPLE
632,20XX SEYMOUR AV,CPD,2017-04-05T17:13:49.000,P451,2017-04-05T17:41:28.000,ROSELAWN,2017-04-05T14:15:16.000,2017-04-05T17:12:56.000,NTR: NOTHING TO REPORT,4,CPD170405000856,,DRUG,39.1856190409317,-84.4570229000504,3,
633,XX W MCMILLAN ST,CPD,2017-11-08T00:13:13.000,P511,2017-11-08T00:15:33.000,CUF,2017-11-08T00:09:53.000,2017-11-08T00:12:24.000,GOA: GOA,5,CPD171108000015,DRUG ACTIVITY,DRUG,39.1281870001195,-84.51393,7,YELLOW
634,61XX FAIRCREST CT,CPD,2017-03-17T15:02:53.000,P541,2017-03-17T15:07:58.000,COLLEGE HILL,2017-03-17T15:05:44.000,2017-03-17T14:57:41.000,SOW: SENT ON WAY,5,CPD170317000891,,DRUG,39.2016797160942,-84.5400688439475,3,
635,XX MERZEN CT,CPD,,P441,2017-02-20T21:54:07.000,AVONDALE - NORTH AVONDALE,2017-02-20T21:47:14.000,2017-02-20T21:49:07.000,CAN:CANCEL,4,CPD170220001577,,DRUG,39.1568332943598,-84.5031756070327,3,
636,4XX W 9TH ST,CP,,P138,2017-01-14T22:48:20.000,WEST END,2017-01-14T22:42:47.000,,CANCEL,1,LCP170114001278,INV DRUG COMPLAINT,DRUG,39.1039515200896,-84.52235498,3,
637,16XX CEDAR AV,CPD,2017-03-21T11:02:21.000,P541,2017-03-21T11:25:45.000,COLLEGE HILL,2017-03-21T10:56:25.000,2017-03-21T10:57:39.000,INV: INV,5,CPD170321000582,,DRUG,39.1986786351515,-84.5506056834513,3,
638,22XX QUEEN CITY AV,CPD,2017-11-02T13:47:20.000,P341,2017-11-02T13:59:18.000,SOUTH FAIRMOUNT,2017-11-02T13:38:50.000,2017-11-02T13:40:34.000,GOA: GOA,3,CPD171102000871,DRUG ACTIVITY,DRUG,39.1281850001195,-84.57469,7,YELLOW
639,22XX SALVADOR ST,CPD,2017-06-15T13:59:45.000,P241,2017-06-15T14:02:38.000,MOUNT WASHINGTON,2017-06-15T13:42:29.000,2017-06-15T13:46:00.000,HBF: HANDLED BY FIRE,2,CPD170615000870,,HEROINP-COMBINED,39.0960893574819,-84.3862800885101,2,
640,7XX GREENWOOD AV,CPD,2017-11-26T14:35:04.000,P441,2017-11-26T14:43:50.000,AVONDALE - NORTH AVONDALE,2017-11-26T13:47:20.000,2017-11-26T13:50:54.000,GOA: GOA,4,CPD171126000628,DRUG ACTIVITY,DRUG,39.1521030001195,-84.487854,7,YELLOW
641,8XX POPLAR ST,CPD,,P131,2017-09-16T18:38:23.000,WEST END,2017-09-16T16:17:31.000,2017-09-16T16:20:12.000,NOT NOT A DISPOSITION,1,CPD170916001293,DRUG ACTIVITY,DRUG,39.1145510001195,-84.52918,7,YELLOW
642,22XX BEECHMONT AV,CPD,2017-03-12T14:52:34.000,P241,2017-03-12T15:01:05.000,MOUNT WASHINGTON,2017-03-12T14:49:18.000,2017-03-12T14:51:03.000,INV: INV,2,CPD170312000685,,DRUG,39.0944559589457,-84.3865962472787,3,
643,33XX WUNDER AV,CPD,2017-06-05T01:15:40.000,P331,2017-06-05T01:44:42.000,WESTWOOD,2017-06-05T01:09:20.000,2017-06-05T01:09:49.000,R:REPORT ONLY,3,CPD170605000101,,HEROINP-COMBINED,39.1496312366807,-84.592450806618,2,
644,GLENWAY AV / ILIFF AV,CPD,,P321,2017-05-07T13:58:11.000,WEST PRICE HILL,2017-05-07T13:58:00.000,,ADV:ADVISED,3,CPD170507000772,,DRUGR,39.1137390000897,-84.580483,6,
645,38XX AIKENSIDE AV,CPD,,P231,2017-03-07T12:11:53.000,KENNEDY HEIGHTS,2017-03-07T12:06:23.000,,CAN:CANCEL,2,CPD170307000701,,DRUGR,39.1759051109121,-84.4101675312514,6,
646,12XX HOPPLE ST,CPD,,P521,2017-07-07T21:19:02.000,CAMP WASHINGTON,2017-07-07T21:08:38.000,,BC: BROADCAST,5,CPD170707001712,DRUG ACTIVITY,DRUG,39.1388620001195,-84.535409,7,YELLOW
647,22XX LOTH ST,CPD,2017-04-03T18:04:57.000,P411,2017-04-03T18:08:33.000,MOUNT AUBURN,2017-04-03T17:16:39.000,2017-04-03T17:19:21.000,GOA: GOA,4,CPD170403001279,,DRUG,39.1228256076047,-84.5136697958701,3,
648,7XX RED BUD AV,CPD,,P441,2017-11-26T19:19:02.000,NORTH AVONDALE,2017-11-26T19:04:47.000,2017-11-26T19:17:09.000,26: AVAIL/DETAIL COMPLETED,4,CPD171126001051,DRUG ACTIVITY,DRUG,39.1605080001195,-84.487041,7,YELLOW
649,XX E LIBERTY ST,CPD,,P121,2017-08-14T19:37:56.000,OTR,2017-08-14T19:30:09.000,2017-08-14T19:31:00.000,GOA: GOA,1,CPD170814001563,,HEROINP-COMBINED,39.1136550001195,-84.51514,2,
650,7XX BEECHWOOD AV,CPD,,P531,2017-09-18T18:44:34.000,SPRING GROVE VILLAGE,2017-09-18T18:44:34.000,,CAN:CANCEL,5,CPD170918001536,DRUG COMPLAINT REFERRAL,DRUGR,39.1759360001195,-84.517136,35,PURPLE
651,8XX VINE ST,CPD,,P011,2017-03-31T11:30:40.000,DOWNTOWN,2017-03-31T11:27:08.000,,GOA: GOA,1,CPD170331000639,,HEROINP-COMBINED,39.105181877086,-84.5141571588406,2,
652,X W CORRY ST,CPD,,P411,2017-07-14T21:57:51.000,CORRYVILLE,2017-07-14T21:57:51.000,,ADV:ADVISED,4,CPD170714001949,DRUG COMPLAINT REFERRAL,DRUGR,39.1283600001195,-84.509977,35,PURPLE
653,XX W FREEDOM WY,CPD,,P011,2017-11-17T16:05:40.000,DOWNTOWN,2017-11-17T16:03:51.000,2017-11-17T16:04:23.000,GOA: GOA,1,CPD171117001121,,HEROINP-COMBINED,39.0964360001196,-84.511293,2,
654,35XX ROLL AV,CPD,2017-06-27T10:40:04.000,P351,2017-06-27T11:46:16.000,SOUTH CUMMINSVILLE,2017-06-27T10:17:18.000,2017-06-27T10:36:34.000,INV: INV,3,CPD170627000520,DRUG ACTIVITY,DRUG,39.1505680001195,-84.546602,7,YELLOW
655,25XX LAFEUILLE AV,CPD,2017-11-14T17:07:52.000,P331,2017-11-14T17:10:39.000,WESTWOOD,2017-11-14T16:59:17.000,2017-11-14T17:01:49.000,GOA: GOA,3,CPD171114001241,DRUG ACTIVITY,DRUG,39.1325190001195,-84.589503,7,YELLOW
656,FINDLAY ST / REPUBLIC ST,CPD,2017-02-17T22:21:37.000,P121,2017-02-17T22:47:48.000,OTR,2017-02-17T21:55:04.000,2017-02-17T21:56:22.000,NOT NOT A DISPOSITION,1,CPD170217001813,,HEROINP-COMBINED,39.1165880000896,-84.517404,2,
657,3XX STITES AV,CPD,,P241,2017-07-21T16:31:01.000,COLUMBIA TUSCULUM,2017-07-21T16:29:16.000,,BC: BROADCAST,2,CPD170721001155,DRUG ACTIVITY,DRUG,39.1111820001195,-84.434628,7,YELLOW
658,BODMANN AV / YOUNG ST,CPD,,P411,2017-06-01T17:57:44.000,MOUNT AUBURN,2017-06-01T17:55:05.000,,311A: SUPPLEMENTAL REPT,4,CPD170601001569,DRUG ACTIVITY,DRUG,39.1189910000896,-84.505354,7,YELLOW
659,12XX RACE ST,CPD,2017-11-12T15:45:48.000,P121,2017-11-12T16:30:53.000,OTR,2017-11-12T15:37:49.000,2017-11-12T15:39:26.000,HBF: HANDLED BY FIRE,1,CPD171112000889,,HEROINP-COMBINED,39.1089290001195,-84.516164,2,
660,37XX MADISON RD,CP,,P227,2017-01-21T20:58:13.000,OAKLEY,2017-01-21T20:53:59.000,,ADV - ADVISED,2,LCP170121001405,,DRUGR,39.1586929800896,-84.41727177,,
661,7XX STEINER AV,CPD,,P313,2017-03-28T21:48:22.000,SEDAMSVILLE,2017-03-28T21:48:22.000,,ADV:ADVISED,3,CPD170328001697,,DRUGR,39.0927973676018,-84.5700533478255,6,
662,41XX HAMILTON AV,CPD,,P531,2017-03-10T17:44:18.000,NORTHSIDE,2017-03-10T17:21:18.000,,BC: BROADCAST,5,CPD170310001257,,DRUG,39.1618755907708,-84.5400085344141,3,
663,18XX CAMPBELL ST,CPD,2017-08-04T16:42:08.000,P121,2017-08-04T17:37:30.000,OTR,2017-08-04T16:37:33.000,2017-08-04T16:39:38.000,317:GENERAL CONDITIONS RPT,1,CPD170804001149,,HEROINP-COMBINED,39.1153070001195,-84.521605,2,
664,29XX COLERAIN AV,CPD,,P521,2017-07-17T12:59:30.000,CAMP WASHINGTON,2017-07-17T12:41:52.000,2017-07-17T12:46:50.000,GOA: GOA,5,CPD170717000768,,HEROINP-COMBINED,39.1358990001195,-84.536363,2,
665,54XX LESTER RD,CP,2017-01-19T16:56:04.000,P232,2017-01-19T17:04:15.000,PLEASANT RIDGE,2017-01-19T16:39:19.000,2017-01-19T16:42:09.000,ADVISED,2,LCP170119001123,INV DRUG COMPLAINT,DRUG,39.1719596100896,-84.43214508,3,
666,19XX LOSANTIVILLE AV,CPD,2017-10-02T13:03:54.000,P451,2017-10-02T14:23:33.000,ROSELAWN,2017-10-02T12:50:53.000,2017-10-02T12:53:52.000,INV: INV,4,CPD171002000717,DRUG ACTIVITY,DRUG,39.1910280001195,-84.455583,7,YELLOW
667,27XX MONTANA AV,CPD,2017-03-04T09:41:56.000,P331,2017-03-04T13:49:03.000,WESTWOOD,2017-03-04T09:38:16.000,2017-03-04T09:38:56.000,ARR: ARREST,3,CPD170304000475,,HEROINP-COMBINED,39.1507119358984,-84.5883010657404,2,
668,14XX ELM ST,CPD,2017-05-01T21:33:01.000,P121,2017-05-01T21:46:53.000,OTR,2017-05-01T21:22:45.000,2017-05-01T21:31:16.000,HBF: HANDLED BY FIRE,1,CPD170501001851,,HEROINP-COMBINED,39.1109277617007,-84.5192149852391,2,
669,34XX WARSAW AV,CPD,2017-09-18T02:44:01.000,P321,2017-09-18T02:44:05.000,EAST PRICE HILL,2017-09-18T02:37:23.000,2017-09-18T02:43:58.000,GOA: GOA,3,CPD170918000161,DRUG ACTIVITY,DRUG,39.1109250001196,-84.564787,7,YELLOW
670,1XX E MCMILLAN ST,CPD,,P411,2017-04-24T19:40:03.000,MOUNT AUBURN,2017-04-24T19:12:02.000,2017-04-24T19:30:00.000,ADV:ADVISED,4,CPD170424001526,,DRUG,39.1268323958365,-84.5044046037025,3,
671,16XX MARLOWE AV,CPD,,P541,2017-02-22T09:56:25.000,COLLEGE HILL,2017-02-22T09:27:33.000,,ADV:ADVISED,5,CPD170222000445,,DRUGR,39.2008734575006,-84.547778360855,6,
672,LINN ST / LIVINGSTON ST,CPD,,P131,2017-08-10T20:20:20.000,WEST END,2017-08-10T20:08:47.000,,CAN:CANCEL,1,CPD170810001678,DRUG ACTIVITY,DRUG,39.1164680001195,-84.528235,7,YELLOW
673,19XX KNOB CT,CPD,2017-05-23T20:12:50.000,P351,2017-05-23T20:40:25.000,ENGLISH WOODS,2017-05-23T20:03:27.000,2017-05-23T20:07:22.000,AST: ASSIST,3,CPD170523001867,,HERONP-PD ONLY,39.1394316794065,-84.5516021819072,2,
674,42XX GEORGIA AV,CPD,2017-06-25T17:42:25.000,P531,2017-06-25T18:12:51.000,NORTHSIDE,2017-06-25T17:36:04.000,2017-06-25T17:37:06.000,HBF: HANDLED BY FIRE,5,CPD170625001123,,HEROINP-COMBINED,39.16666247719,-84.5489175694662,2,
675,1XX SHILLITO PL,CPD,2017-02-22T17:30:04.000,P011,2017-02-22T17:31:22.000,DOWNTOWN,2017-02-22T17:20:50.000,2017-02-22T17:21:57.000,GOA: GOA,1,CPD170222001298,,DRUG,39.1016770747844,-84.5156399548584,3,
676,62XX KELLOGG RD,CPD,2017-07-22T21:30:30.000,P241,2017-07-22T22:51:46.000,CALIFORNIA,2017-07-22T21:16:36.000,2017-07-22T21:19:20.000,HBF: HANDLED BY FIRE,2,CPD170722001558,,HEROINP-COMBINED,39.0555380001196,-84.418388,2,
677,41XX FERGUS ST,CPD,,P531,2017-04-16T21:18:04.000,NORTHSIDE,2017-04-16T20:42:41.000,,CAN:CANCEL,5,CPD170416001442,,DRUGR,39.161641218062,-84.536229801522,6,
678,13XX WALNUT ST,CPD,2017-04-24T14:39:35.000,P121,2017-04-24T15:28:59.000,OTR,2017-04-24T14:22:02.000,2017-04-24T14:37:55.000,INV: INV,1,CPD170424000878,,DRUG,39.1099935979227,-84.5136549428771,3,
679,WILLIAM H TAFT RD / MAY ST,CPD,2017-09-27T07:33:11.000,P421,2017-09-27T07:39:09.000,WALNUT HILLS,2017-09-27T07:27:59.000,2017-09-27T07:29:52.000,GOA: GOA,4,CPD170927000290,,HEROINP-COMBINED,39.1286110001195,-84.494087,2,
680,6XX E MCMILLAN ST,CPD,2017-11-29T12:30:09.000,P421,2017-11-29T14:15:13.000,WALNUT HILLS,2017-11-29T12:30:09.000,2017-11-29T12:30:09.000,ARR: ARREST,4,CPD171129000698,DRUG ACTIVITY,DRUG,39.1259140001195,-84.498372,7,YELLOW
681,42XX FLORIDA AV,CPD,,P531,2017-05-21T11:50:32.000,NORTHSIDE,2017-05-21T11:50:32.000,,CAN:CANCEL,5,CPD170521000715,,DRUGR,39.1668627230807,-84.5471355909739,6,
682,37XX EDGAR ST,CPD,2017-02-28T12:55:13.000,P313,2017-02-28T13:25:43.000,RIVERSIDE,2017-02-28T12:46:54.000,2017-02-28T12:48:24.000,HBF: HANDLED BY FIRE,3,CPD170228000758,,HEROINP-COMBINED,39.0781682858076,-84.5959332027578,2,
683,POPLAR ST / LINN ST,CPD,2017-03-08T16:20:14.000,P131,2017-03-08T16:50:52.000,WEST END,2017-03-08T16:33:47.000,2017-03-08T16:14:03.000,INV: INV,1,CPD170308001126,,DRUG,39.1154370000897,-84.526718,3,
